Date,INFL,FFR,CU,CONS,IND,GDP,CPI,CRB,MB,M1,PPI,EMPL,UNEM,YLD1,YLD2,YLD3,YLD4,YLD5
12/15/1975,6.9364,5.2,77.52940000000001,,42.2182,5010.96630859375,55.6,189.6,93887,287.1,60.1,86665,8.200000000000001,5.974,6.614,6.948,7.119,7.354
1/15/1976,6.7179,4.87,78.50530000000001,,42.8365,5048.6328125,55.8,188.3,94281,288.4,60,87400,7.9,5.515,6.316,6.872,7.163,7.379
2/15/1976,6.2857,4.77,79.08540000000001,3339.6,43.2438,5086.2998046875,55.9,188.7,95039,290.8,59.90000000000001,87672,7.7,6.011,6.665,7.042,7.19,7.332
3/15/1976,6.072100000000001,4.84,78.9991,,43.2888,5099.06640625,56,193.7,95786,292.7,60,87985,7.600000000000001,5.993,6.616,6.932,7.16,7.289
4/15/1976,6.0491,4.82,79.2833,,43.538,5111.8330078125,56.1,197.3,96479,294.7,60.3,88416,7.7,5.982,6.561,6.873,7.009,7.264
5/15/1976,6.203,5.29,79.48350000000001,3370.3,43.7429,5124.60009765625,56.4,203.2,97251,295.9,60.40000000000001,88794,7.4,6.647,7.216,7.394,7.528,7.617
6/15/1976,5.9701,5.48,79.31440000000001,,43.7458,5132.966796875,56.7,204.1,97732,296.2,60.5,88563,7.600000000000001,6.342,6.916,7.104,7.355,7.462
7/15/1976,5.3506,5.31,79.59620000000001,,43.9979,5141.33349609375,57,210.9,98234,297.2,60.7,89093,7.800000000000001,6.018,6.653,6.903,7.158,7.266
8/15/1976,5.709000000000001,5.29,79.97240000000001,3405.9,44.3029,5149.7001953125,57.3,212.8,98888,299,60.90000000000001,89223,7.800000000000001,5.822,6.477,6.663,6.983,7.162
9/15/1976,5.4945,5.25,80.02850000000001,,44.4317,5162.1669921875,57.6,204.9,99446,299.6,61.1,89173,7.600000000000001,5.722,6.222,6.567,6.727,7.006
10/15/1976,5.4645,5.02,79.9115,,44.4651,5174.6337890625,57.9,199.8,100066,302,61.40000000000001,89274,7.7,5.423,5.954,6.23,6.471,6.727
11/15/1976,4.8825,4.95,80.91290000000001,3450.3,45.1233,5187.10009765625,58.1,195.2,100892,303.6,61.90000000000001,89634,7.800000000000001,4.915,5.326,5.604,5.857,6.052
12/15/1976,4.8649,4.65,81.54910000000001,,45.581,5207.16650390625,58.4,197.3,101515,306.2,62.40000000000001,89803,7.800000000000001,4.768,5.299,5.682,5.771,6.089
1/15/1977,5.215800000000001,4.61,80.8946,,45.3171,5227.23291015625,58.7,201.9,102237,308.3,62.5,89928,7.5,5.587,6.077,6.481,6.712,6.754
2/15/1977,5.914000000000001,4.68,81.8995,3489.7,45.9889,5247.2998046875,59.3,212.2,102654,311.5,63.2,90342,7.600000000000001,5.458,5.988,6.413,6.759,6.876
3/15/1977,6.4401,4.69,82.7171,,46.56030000000001,5282.06640625,59.6,215.5,103337,313.9,63.7,90808,7.4,5.352,5.915,6.351,6.672,6.857
4/15/1977,6.9519,4.73,83.315,,47.0118,5316.8330078125,60,219.2,104076,316,64,91271,7.2,5.426,6.001,6.308,6.709,6.83
5/15/1977,6.725700000000001,5.350000000000001,83.7975,3509,47.40320000000001,5351.60009765625,60.2,220.9,104630,317.2,64.40000000000001,91754,7,5.645,6.081,6.332,6.653,6.798
6/15/1977,6.8662,5.39,84.2043,,47.75700000000001,5383.5,60.5,215.5,105186,318.8,64.60000000000001,91959,7.2,5.609,5.972,6.172,6.463,6.615
7/15/1977,6.830100000000001,5.42,84.1079,,47.8287,5415.39990234375,60.8,206.7,106394,320.2,64.8,92084,6.9,6.119,6.372,6.512,6.782,6.907
8/15/1977,6.620200000000001,5.9,83.9188,3542.5,47.8502,5447.2998046875,61.1,200.5,107185,322.3,65.2,92441,7,6.236,6.481,6.617,6.762,6.841
9/15/1977,6.5972,6.140000000000001,84.07910000000001,,48.07400000000001,5446.89990234375,61.3,200.9,107923,324.5,65.5,92702,6.800000000000001,6.479,6.695,6.789,6.886,6.993
10/15/1977,6.3903,6.47,84.068,,48.2029,5446.5,61.6,201.9,108750,326.4,65.90000000000001,93052,6.800000000000001,6.782,7.019,7.123,7.214,7.274
11/15/1977,6.7241,6.51,83.855,3595.9,48.2183,5446.10009765625,62,203.3,109560,328.6,66.40000000000001,93761,6.800000000000001,6.625,6.983,7.049,7.123,7.199
12/15/1977,6.701000000000001,6.56,83.7141,,48.2758,5452.30029296875,62.3,209.4,110324,330.9,66.7,94105,6.4,6.835,7.081,7.164,7.323,7.448
1/15/1978,6.8376,6.7,82.3426,,47.6214,5458.50048828125,62.7,213.2,111449,334.4,67,94384,6.4,7.07,7.326,7.405,7.537,7.589
2/15/1978,6.4298,6.78,82.53,3616.9,47.86810000000001,5464.7001953125,63,219.1,112450,335.3,67.5,94519,6.300000000000001,7.133,7.421,7.558,7.661,7.724
3/15/1978,6.554600000000001,6.79,83.86490000000001,,48.7833,5536.36669921875,63.4,220.1,112778,337,67.8,94755,6.300000000000001,7.164,7.551,7.641,7.752,7.773
4/15/1978,6.5,6.890000000000001,85.27890000000001,,49.7483,5608.033203125,63.9,228,113377,339.9,68.60000000000001,95394,6.100000000000001,7.352,7.608,7.762,7.826,7.905
5/15/1978,6.9652,7.36,85.35470000000001,3694.2,49.9352,5679.7001953125,64.5,225,114418,344.9,69.10000000000001,95769,6,7.763,7.937,7.975,8.018000000000001,8.121
6/15/1978,7.4135,7.600000000000001,85.70310000000001,,50.2823,5698.2666015625,65,232,115376,346.9,69.7,96343,5.9,8.194000000000001,8.289,8.305,8.305,8.311
7/15/1978,7.7049,7.81,85.43140000000001,,50.2642,5716.8330078125,65.5,230,116273,347.6,70.3,96090,6.2,8.050000000000001,8.276999999999999,8.25,8.210000000000001,8.246
8/15/1978,7.843100000000001,8.040000000000001,85.52330000000001,3709.7,50.4585,5735.39990234375,65.90000000000001,230.1,116904,349.6,70.40000000000001,96431,5.9,8.254,8.259,8.16,8.173,8.188000000000001
9/15/1978,8.3062,8.449999999999999,85.5188,,50.59520000000001,5760.69970703125,66.5,239.6,118112,352.2,71.10000000000001,96670,6,8.553000000000001,8.426,8.244999999999999,8.269,8.276
10/15/1978,8.928600000000001,8.960000000000001,85.99250000000001,,51.0147,5785.99951171875,67.09999999999999,244.1,119044,353.3,71.40000000000001,97133,5.800000000000001,9.506,9.231999999999999,9.061999999999999,8.997999999999999,8.718999999999999
11/15/1978,8.885300000000001,9.76,86.3715,3739.6,51.3776,5811.2998046875,67.5,256.5,119733,355.4,72,97485,5.9,9.744,9.287000000000001,8.879,8.69,8.532999999999999
12/15/1978,9.0177,10.03,86.63430000000001,,51.6708,5814.533203125,67.90000000000001,250.4,120445,357.3,72.8,97581,6,10.142,9.629,9.363,9.092000000000001,9.013999999999999
1/15/1979,9.280000000000001,10.07,85.8276,,51.3231,5817.7666015625,68.5,251.5,121272,358.6,73.7,97948,5.9,9.781000000000001,9.369,8.923,8.707000000000001,8.699
2/15/1979,9.856900000000001,10.06,86.09870000000001,3758.5,51.6172,5821,69.2,259.5,121504,359.9,74.40000000000001,98329,5.9,9.904999999999999,9.606,9.032,9.026999999999999,9.035
3/15/1979,10.0946,10.09,86.1529,,51.7801,5822.7998046875,69.90000000000001,270.9,122065,362.5,75,98480,5.800000000000001,9.577999999999999,9.432,9.039999999999999,8.944000000000001,8.914999999999999
4/15/1979,10.4851,10.01,85.0163,,51.2227,5824.599609375,70.60000000000001,277.7,122819,368,75.8,98103,5.800000000000001,9.762,9.632,9.173999999999999,9.093,9.055
5/15/1979,10.8527,10.24,85.4616,3756.3,51.6155,5826.39990234375,71.40000000000001,277.4,123487,369.6,76.2,98331,5.600000000000001,9.621,9.276,8.81,8.808,8.678000000000001
6/15/1979,10.8896,10.29,85.2818,,51.6293,5840.36669921875,72.2,277.6,124635,373.4,76.60000000000001,98679,5.7,9.106999999999999,8.632999999999999,8.526,8.492000000000001,8.342000000000001
7/15/1979,11.2633,10.47,84.93380000000001,,51.5368,5854.33349609375,73,281.3,125810,377.2,77.40000000000001,99006,5.7,9.416,9.047000000000001,8.792,8.710000000000001,8.584
8/15/1979,11.8182,10.94,84.1815,3793.2,51.1936,5868.2998046875,73.7,277.8,127079,378.8,78.2,98776,6,10.054,9.548,9.218999999999999,9.042999999999999,8.851000000000001
9/15/1979,12.1805,11.43,84.11760000000001,,51.2649,5873.69970703125,74.40000000000001,281.8,128309,379.3,79.5,99340,5.9,10.581,9.77,9.496,9.214,9.09
10/15/1979,12.0715,13.77,84.39930000000001,,51.5443,5879.099609375,75.2,289.8,129458,380.8,80.40000000000001,99404,6,12.423,11.638,11.221,10.817,10.614
11/15/1979,12.6113,13.18,84.1417,3803.3,51.49160000000001,5884.5,76,278.1,130369,380.8,81.40000000000001,99574,5.9,11.183,10.966,10.151,9.959,9.965999999999999
12/15/1979,13.2939,13.78,84.03710000000001,,51.5296,5890.7998046875,76.90000000000001,283.1,131143,381.8,82.2,99933,6,11.156,10.836,10.374,10.115,9.957000000000001
1/15/1980,13.9092,13.82,84.23140000000001,,51.749,5897.099609375,78,287.5,131998,385.8,83.40000000000001,99879,6.300000000000001,11.615,11.367,10.778,10.692,10.59
2/15/1980,14.1823,14.13,84.13550000000001,3796.7,51.7896,5903.39990234375,79,288,132785,390.1,84.60000000000001,99995,6.300000000000001,14.387,13.679,13.248,12.673,12.198
3/15/1980,14.7564,17.19,83.7132,,51.6282,5863.06640625,80.10000000000001,294.2,133607,388.4,85.5,99713,6.300000000000001,14.88,13.982,13.016,12.28,12.236
4/15/1980,14.7309,17.61,81.8909,,50.6005,5822.73291015625,80.90000000000001,271.9,134740,383.8,86.2,99233,6.9,10.375,10.513,10.181,10.016,10.172
5/15/1980,14.4056,10.98,79.70270000000001,3710.5,49.3434,5782.39990234375,81.7,270.7,134998,384.8,86.60000000000001,98945,7.5,8.525,8.76,9.071,9.273999999999999,9.582000000000001
6/15/1980,14.3845,9.470000000000001,78.5711,,48.73860000000001,5778.83349609375,82.5,263.5,135679,389.1,87.30000000000001,98682,7.600000000000001,8.214,8.742000000000001,9.036,9.16,9.398999999999999
7/15/1980,13.1327,9.029999999999999,77.87820000000001,,48.4057,5775.26708984375,82.60000000000001,267.2,136637,394,88.7,98796,7.800000000000001,8.903,9.471,9.734,9.731,10.076
8/15/1980,12.8726,9.609999999999999,77.95180000000001,3750.3,48.5507,5771.7001953125,83.2,282,137977,399.2,89.7,98824,7.7,11.014,11.131,11.231,11.166,11.278
9/15/1980,12.6005,10.87,79.04140000000001,,49.3334,5807.2666015625,83.90000000000001,291.3,139220,404.8,90.10000000000001,99077,7.5,11.751,11.705,11.576,11.601,11.502
10/15/1980,12.766,12.81,79.8608,,49.95350000000001,5842.8330078125,84.7,292.5,140150,409,90.80000000000001,99317,7.5,12.953,12.499,12.329,12.091,12.251
11/15/1980,12.6482,15.85,81.0646,3800.3,50.8207,5878.39990234375,85.60000000000001,300.1,141566,410.7,91.40000000000001,99545,7.5,14.148,13.124,12.824,12.518,12.569
12/15/1980,12.5163,18.9,81.3501,,51.1172,5919.13330078125,86.40000000000001,294.6,142004,408.5,91.80000000000001,99634,7.2,12.811,12.392,11.975,11.977,11.879
1/15/1981,11.8252,19.08,80.7,,50.8279,5959.86669921875,87.2,283.5,141462,411.3,92.80000000000001,99955,7.5,13.491,12.537,12.249,12.187,12.26
2/15/1981,11.4068,15.93,80.1301,3821.1,50.5912,6000.60009765625,88,276.2,142270,414.8,93.60000000000001,100191,7.4,14.041,13.17,13.209,13.054,13.013
3/15/1981,10.4869,14.7,80.3518,,50.8564,5984.63330078125,88.60000000000001,275.7,143029,419,94.7,100571,7.4,12.603,12.621,12.634,12.732,12.854
4/15/1981,10,15.72,79.81270000000001,,50.6404,5968.66650390625,89.10000000000001,275.9,143917,427.4,95.7,101056,7.2,14.511,14.28,13.768,13.887,13.737
5/15/1981,9.780000000000001,18.52,80.1023,3821.1,50.9517,5952.7001953125,89.7,274.5,144587,424.7,96,101048,7.5,14.395,13.792,13.492,13.366,13.107
6/15/1981,9.5526,19.1,80.2696,,51.1873,5976.80029296875,90.5,270.3,145001,425.2,96.5,100298,7.5,13.906,13.988,13.554,13.808,13.228
7/15/1981,10.7618,19.04,80.56530000000001,,51.5055,6000.900390625,91.5,267.6,145839,426.9,96.7,100693,7.2,15.349,15.136,14.4,14.316,14.012
8/15/1981,10.8043,17.82,80.3746,3836.6,51.5122,6025,92.2,276.1,146467,426.9,96.80000000000001,100689,7.4,15.812,15.639,15.557,14.902,14.759
9/15/1981,10.9524,15.87,79.6734,,51.1894,6000,93.10000000000001,268.6,146941,427,97.2,100064,7.600000000000001,15.433,15.592,15.529,15.824,15.001
10/15/1981,10.1415,15.08,78.91630000000001,,50.82680000000001,5975,93.40000000000001,263.1,147062,428.4,97.60000000000001,100378,7.9,13.799,13.961,14.043,14.291,14.269
11/15/1981,9.5906,13.31,77.8656,3807.6,50.2701,5950,93.8,256.8,147749,431.3,97.90000000000001,100207,8.300000000000001,11.052,11.576,12.525,12.256,12.191
12/15/1981,8.9224,12.37,76.8231,,49.7121,5917.43310546875,94.10000000000001,252.1,149021,436.7,98.30000000000001,99645,8.5,12.9,13.208,13.475,13.556,13.438
1/15/1982,8.3908,13.22,75.1337,,48.7275,5884.8662109375,94.40000000000001,250,149991,442.7,98.90000000000001,99692,8.6,13.56,13.438,13.712,13.78,13.615
2/15/1982,7.6223,14.78,76.4344,3832.2,49.6787,5852.2998046875,94.7,255.6,150459,441.9,98.80000000000001,99762,8.9,13.733,13.702,13.567,13.575,13.426
3/15/1982,6.7797,14.68,75.71380000000001,,49.31180000000001,5862.86669921875,94.7,246.4,150660,442.7,98.80000000000001,99672,9,13.657,13.822,13.876,13.911,13.544
4/15/1982,6.5095,14.94,74.91540000000001,,48.8861,5873.43359375,95,247.1,151606,447.1,99,99576,9.300000000000001,13.341,13.477,13.401,13.283,13.129
5/15/1982,6.681500000000001,14.45,74.31180000000001,3845.9,48.5801,5884,95.90000000000001,247.9,152868,446.7,99,100116,9.4,12.708,12.977,13.17,13.096,13.128
6/15/1982,7.064,14.15,73.9406,,48.4188,5876.466796875,97,241.6,153861,447.5,99.80000000000001,99543,9.600000000000001,13.963,14.064,14.205,13.828,14.022
7/15/1982,6.441000000000001,12.59,73.5818,,48.2572,5868.93359375,97.5,240.2,154385,448,100.2,99493,9.800000000000001,12.273,12.794,12.999,12.784,13.19
8/15/1982,5.8505,10.12,72.8875,3875.4,47.8669,5861.39990234375,97.7,242.1,155470,451.4,100.6,99633,9.800000000000001,11.235,11.62,12.149,12.447,12.387
9/15/1982,5.0429,10.31,72.54140000000001,,47.6963,5862.93310546875,97.7,240.7,156629,456.9,100.7,99504,10.1,10.203,10.957,11.165,11.133,11.411
10/15/1982,5.139200000000001,9.710000000000001,71.852,,47.2918,5864.46630859375,98.10000000000001,233.6,157716,464.5,101,99215,10.4,9.371,9.920999999999999,10.534,10.271,10.349
11/15/1982,4.5891,9.200000000000001,71.51520000000001,3946.1,47.1114,5866,98,231.1,158667,471.5,101.4,99112,10.8,9.211,9.699999999999999,10.173,10.606,10.456
12/15/1982,3.8298,8.950000000000001,70.93340000000001,,46.7625,5890.2998046875,97.7,227.4,160127,474.8,101.8,99032,10.8,8.491,9.27,9.834,10.153,10.267
1/15/1983,3.7116,8.68,72.2501,,47.6595,5914.599609375,97.90000000000001,227.3,161136,477.2,101,99161,10.4,8.712,9.358000000000001,10.02,10,10.464
2/15/1983,3.4884,8.51,71.77460000000001,3984.8,47.37,5938.89990234375,98,236.3,163170,484.3,101.1,99089,10.4,8.454000000000001,9.135,9.526,9.923999999999999,10.043
3/15/1983,3.5979,8.77,72.3489,,47.7693,5983.39990234375,98.10000000000001,241.5,165052,490.6,101,99179,10.3,9.119,9.669,10.007,9.956,10.391
4/15/1983,3.8988,8.800000000000001,73.1825,,48.3376,6027.89990234375,98.8,247.9,166549,493.2,101.1,99560,10.2,8.615,9.205,9.557,9.722,10.022
5/15/1983,3.5491,8.630000000000001,73.67840000000001,4063.9,48.6819,6072.39990234375,99.2,248.9,167842,500,101.4,99642,10.1,9.228,9.791,10.04,10.336,10.556
6/15/1983,2.5773,8.98,74.0518,,48.9459,6112.33349609375,99.40000000000001,248.1,169393,504,101.6,100633,10.1,9.398999999999999,10.036,10.169,10.414,10.749
7/15/1983,2.4615,9.370000000000001,75.15700000000001,,49.69580000000001,6152.26708984375,99.8,247.5,170129,507.8,101.6,101208,9.4,10.191,10.689,10.949,11.389,11.522
8/15/1983,2.5589,9.56,75.9406,4135.7,50.2375,6192.2001953125,100.1,259.5,171208,510.5,101.9,101608,9.5,10.293,10.844,11.133,11.502,11.741
9/15/1983,2.8601,9.450000000000001,77.0403,,50.9943,6234.86669921875,100.4,273.1,172411,512.8000000000001,102.2,102016,9.200000000000001,9.648999999999999,10.273,10.657,10.77,11.277
10/15/1983,2.8513,9.48,77.6172,,51.41220000000001,6277.533203125,100.8,265.5,173584,517.2,102.2,102039,8.800000000000001,9.506,10.324,10.763,11.057,11.225
11/15/1983,3.2653,9.34,77.7967,4201.3,51.5746,6320.2001953125,101.1,268.1,174605,519,102,102729,8.5,9.651999999999999,10.395,10.668,11.084,11.114
12/15/1983,3.791,9.470000000000001,78.1061,,51.8311,6361.06689453125,101.4,268.6,175467,521.4,102.3,102996,8.300000000000001,9.803000000000001,10.529,10.744,11.167,11.36
1/15/1984,4.192200000000001,9.56,79.60220000000001,,52.88460000000001,6401.93359375,102.1,277.8,176896,525.1,103,103201,8,9.536,10.337,10.595,10.937,11.157
2/15/1984,4.5965,9.59,79.88940000000001,4237.3,53.145,6442.7998046875,102.6,279.8,177838,527.5,103.4,103824,7.800000000000001,9.917999999999999,10.738,10.999,11.324,11.495
3/15/1984,4.800800000000001,9.91,80.13460000000001,,53.3868,6479.86669921875,102.9,281.9,178872,531.4,103.8,103967,7.800000000000001,10.638,11.273,11.553,11.873,12.023
4/15/1984,4.5639,10.29,80.49380000000001,,53.7138,6516.93359375,103.3,287.5,179898,535,103.9,104336,7.7,10.706,11.583,11.771,12.046,12.293
5/15/1984,4.2339,10.32,80.74890000000001,4297.900000000001,53.9808,6554,103.5,288,180722,536.7,103.8,105193,7.4,11.893,12.628,12.946,13.118,13.4
6/15/1984,4.2211,11.06,80.87220000000001,,54.1691,6575.2333984375,103.7,289.3,181995,540.2,103.8,105591,7.2,11.919,12.77,13.108,13.211,13.35
7/15/1984,4.2042,11.23,80.98090000000001,,54.3551,6596.466796875,104.1,285.5,182991,540.9,104,105435,7.5,11.556,12.228,12.313,12.402,12.529
8/15/1984,4.2914,11.64,80.84650000000001,4331.1,54.3842,6617.7001953125,104.4,271.8,183754,541,103.8,105163,7.5,11.749,12.168,12.249,12.392,12.463
9/15/1984,4.2701,11.3,80.5372,,54.3007,6635.6669921875,104.7,276.8,184661,543.1,103.8,105490,7.300000000000001,11.047,11.73,11.911,12.101,12.162
10/15/1984,4.257400000000001,9.99,80.2358,,54.22640000000001,6653.6337890625,105.1,267.3,185219,543.7,103.6,105638,7.4,10.12,10.822,11.093,11.216,11.271
11/15/1984,4.0514,9.43,80.34100000000001,4388.1,54.4309,6671.60009765625,105.3,268.2,186104,547.5,104,105972,7.2,9.478,10.23,10.598,10.983,11.039
12/15/1984,3.9487,8.380000000000001,80.23140000000001,,54.4923,6692.56689453125,105.5,268.8,187252,551.6,104,106223,7.300000000000001,9.018000000000001,9.786,10.386,10.651,10.973
1/15/1985,3.5329,8.35,79.8357,,54.3608,6713.53369140625,105.7,256.9,188080,557,104,106302,7.300000000000001,8.837999999999999,9.68,10.112,10.548,10.583
2/15/1985,3.5156,8.5,79.9748,4462.5,54.5941,6734.5,106.3,256.7,189636,563.6,104.1,106555,7.2,9.676,10.403,10.783,11.262,11.305
3/15/1985,3.7037,8.58,79.8609,,54.6543,6753.5,106.8,251.2,190320,566.6,104.1,106989,7.2,9.535,10.188,10.632,11.117,11.111
4/15/1985,3.6857,8.27,79.4997,,54.5418,6772.5,107,257.7,191353,570.4,104.6,106936,7.300000000000001,8.922000000000001,9.765000000000001,10.209,10.72,10.77
5/15/1985,3.7718,7.97,79.3828,4503.2,54.5929,6791.5,107.2,252.2,192689,575.1,104.9,106932,7.2,8.048999999999999,8.744,9.214,9.714,9.726000000000001
6/15/1985,3.7608,7.53,79.2539,,54.6309,6826.86669921875,107.5,246.2,194762,582.3000000000001,104.6,106505,7.4,7.679,8.583,9.243,9.640000000000001,9.710000000000001
7/15/1985,3.5543,7.88,78.5389,,54.2565,6862.2333984375,107.7,243.6,195946,589.1,104.7,106807,7.4,8.151999999999999,8.835000000000001,9.473000000000001,10.006,9.919
8/15/1985,3.3493,7.9,78.71000000000001,4588.7,54.486,6897.60009765625,107.9,236.7,198013,596.2,104.5,107095,7.100000000000001,8.032999999999999,8.842000000000001,9.207000000000001,9.728999999999999,9.710000000000001
9/15/1985,3.1429,7.92,78.9042,,54.7235,6915.06689453125,108.1,233.1,199306,603.3000000000001,103.8,107657,7.100000000000001,8.023,8.706,9.167999999999999,9.654999999999999,9.787000000000001
10/15/1985,3.2289,7.99,78.4511,,54.5032,6932.53369140625,108.5,229.7,200739,607.8000000000001,104.9,107847,7.100000000000001,7.77,8.536,8.891,9.303000000000001,9.500999999999999
11/15/1985,3.5138,8.050000000000001,78.59610000000001,4598.8,54.689,6950,109,231,202120,612.2,105.5,108007,7,7.689,8.295,8.577999999999999,8.987,9.182
12/15/1985,3.7987,8.27,79.29950000000001,,55.25530000000001,6972.2666015625,109.5,233,203555,619.8000000000001,106,108216,7,7.479,7.852,8.159000000000001,8.435,8.622999999999999
1/15/1986,3.8863,8.140000000000001,79.5831,,55.5217,6994.533203125,109.9,236,204221,621.4000000000001,105.5,108887,6.7,7.577,7.828,8.215,8.462999999999999,8.644
2/15/1986,3.1132,7.86,78.9089,4637.2,55.1122,7016.7998046875,109.7,230.9,205314,625.2,104.1,108480,7.2,7.377,7.545,7.723,7.883,8.029999999999999
